,Seller Name,Seller type,BHK,Location,City,Total Price,price per sqft,Area_sqft,Construction status
8915,Jyoti Enterprise,AGENT,2 BHK Apartment,Panvel,Mumbai, 83.5 L,"7,590 ",1100 ,Ready to move
8916,Jyoti Enterprise,AGENT,2 BHK Apartment,Panvel,Mumbai, 65 L,"6,813 ",954 ,Ready to move
8917,Jyoti Enterprise,AGENT,2 BHK Apartment,Panvel,Mumbai, 75 L,"7,109 ",1055 ,Ready to move
8918,Jyoti Enterprise,AGENT,2 BHK Apartment,Panvel,Mumbai, 83 L,"7,942 ",1045 ,Ready to move
8919,Bhoomi Realty,AGENT,2 BHK Apartment,Kalwa,Mumbai, 95 L,"9,693 ",980 ,Ready to move
8920,H K homes,AGENT,1 BHK Apartment,Kharghar,Mumbai, 65 L,"8,125 ",800 ,Ready to move
8921,Property Zone,AGENT,3 BHK Apartment,Goregaon East,Mumbai, 6.75 Cr,"45,150 ",1495 ,Ready to move
8922,H K homes,AGENT,2 BHK Apartment,Taloja,Mumbai, 82 L,"7,130 ",1150 ,Ready to move
8923,H K homes,AGENT,2 BHK Apartment,Taloja,Mumbai, 67.5 L,"6,192 ",1090 ,Ready to move
8924,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 5.75 Cr,"47,916 ",1200 ,Ready to move
8925,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 18 Cr,"77,319 ",2328 ,Ready to move
8926,Property Zone,AGENT,5 BHK Apartment,Juhu,Mumbai, 65 Cr,"1,06,557 ",6100 ,Ready to move
8927,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 6.1 Cr,"54,954 ",1110 ,Ready to move
8928,Property Zone,AGENT,5 BHK Apartment,Juhu,Mumbai, 25 Cr,"54,347 ",4600 ,Ready to move
8929,Property Zone,AGENT,5 BHK Apartment,Juhu,Mumbai, 22 Cr,"61,111 ",3600 ,Ready to move
8930,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 14 Cr,"53,846 ",2600 ,Ready to move
8931,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 5.5 Cr,"48,034 ",1145 ,Ready to move
8932,Property Zone,AGENT,5 BHK Apartment,Juhu,Mumbai, 16 Cr,"51,612 ",3100 ,Ready to move
8933,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 11.5 Cr,"54,761 ",2100 ,Ready to move
8934,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 47 L,"7,520 ",625 ,Ready to move
8935,PropertyPistol Realty Pvt Ltd,AGENT,1 BHK Apartment,Seawoods,Mumbai, 60 L,"14,778 ",406 ,Ready to move
8936,PropertyPistol Realty Pvt Ltd,AGENT,3 BHK Apartment,Seawoods,Mumbai, 3.85 Cr,"32,489 ",1185 ,Ready to move
8937,PropertyPistol Realty Pvt Ltd,AGENT,3 BHK Apartment,Seawoods,Mumbai, 1.2 Cr,"11,162 ",1075 ,Ready to move
8938,PropertyPistol Realty Pvt Ltd,AGENT,3 BHK Apartment,Seawoods,Mumbai, 1.2 Cr,"11,162 ",1075 ,Ready to move
8939,PropertyPistol Realty Pvt Ltd,AGENT,1 BHK Apartment,Nerul,Mumbai, 1.1 Cr,"15,277 ",720 ,Ready to move
8940,Property Market,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 93.75 L,"8,601 ",1090 ,Under Construction
8941,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 38 L,"7,102 ",535 ,Ready to move
8942,Siddhivinayak Estate Consultancy,AGENT,1 BHK Apartment,Sion,Mumbai, 1.15 Cr,"10,431 ",1103 ,Under Construction
8943,Siddhivinayak Estate Consultancy,AGENT,2 BHK Apartment,Sion,Mumbai, 1.29 Cr,"15,176 ",850 ,Under Construction
8944,Siddhivinayak Estate Consultancy,AGENT,3 BHK Apartment,Sion,Mumbai, 2.25 Cr,"15,570 ",1445 ,Under Construction
8945,Sky Height Homes,AGENT,1 BHK Apartment,Panvel,Mumbai, 50.5 L,"7,853 ",643 ,Under Construction
8946,Sky Height Homes,AGENT,2 BHK Apartment,Kharghar,Mumbai, 1.49 Cr,"9,612 ",1550 ,Ready to move
8947,Sky Height Homes,AGENT,1 RK Studio Apartment,Karanjade,Mumbai, 25.5 L,"6,623 ",385 ,Ready to move
8948,Sky Height Homes,AGENT,1 RK Studio Apartment,Karanjade,Mumbai, 25.5 L,"6,623 ",385 ,Ready to move
8949,H K homes,AGENT,1 BHK Apartment,Taloje,Mumbai, 36 L,"5,806 ",620 ,Ready to move
8950,H K homes,AGENT,1 BHK Apartment,Taloje,Mumbai, 28 L,"4,179 ",670 ,Under Construction
8951,H K homes,AGENT,1 BHK Apartment,Taloje,Mumbai, 28 L,"4,480 ",625 ,Ready to move
8952,H K homes,AGENT,1 BHK Apartment,Taloja,Mumbai, 34 L,"5,440 ",625 ,Ready to move
8953,H K homes,AGENT,1 RK Studio Apartment,Taloja,Mumbai, 22.5 L,"5,000 ",450 ,Ready to move
8954,H K homes,AGENT,1 BHK Apartment,Taloja,Mumbai, 44 L,"6,666 ",660 ,Under Construction
8955,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 39 Cr,"84,782 ",4600 ,Ready to move
8956,DSP Properties,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 48.5 L,"5,878 ",825 ,Ready to move
8957,DSP Properties,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 42.5 L,"3,935 ",1080 ,Ready to move
8958,DSP Properties,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 48.93 L,"6,155 ",795 ,Ready to move
8959,Shri datta krupa real estate agency,AGENT,2 BHK Apartment,Karjat,Mumbai, 26.4 L,"5,076 ",520 ,Ready to move
8960,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 20 L,"3,636 ",550 ,Ready to move
8961,Shri datta krupa real estate agency,AGENT,2 BHK Apartment,Karjat,Mumbai, 26.2 L,"4,030 ",650 ,Ready to move
8962,Property Market,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 63.5 L,"8,698 ",730 ,Ready to move
8963,Property Market,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 63.95 L,"8,970 ",713 ,Ready to move
8964,Property Market,AGENT,4 BHK Apartment,Mira Road East,Mumbai, 92.45 L,"8,482 ",1090 ,Ready to move
8965,Hitech Realty Consultancy,AGENT,1 BHK Apartment,Taloja,Mumbai, 50 L,"7,246 ",690 ,Under Construction
8966,Hitech Realty Consultancy,AGENT,2 BHK Apartment,Kalamboli,Mumbai, 68.5 L,"6,715 ",1020 ,Under Construction
8967,Om Properties,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.29 Cr,"14,742 ",875 ,Ready to move
8968,Krishna Realty,AGENT,1 BHK Apartment,Naigaon East,Mumbai, 37 L,"9,893 ",374 ,Under Construction
8969,Krishna Realty,AGENT,1 BHK Apartment,Naigaon East,Mumbai, 37 L,"9,893 ",374 ,Under Construction
8970,Krishna Realty,AGENT,2 BHK Apartment,Naigaon East,Mumbai, 47 L,"9,126 ",516 ,Under Construction
8971,Krishna Realty,AGENT,2 BHK Apartment,Naigaon East,Mumbai, 47 L,"9,126 ",516 ,Under Construction
8972,Krishna Realty,AGENT,1 BHK Apartment,Naigaon East,Mumbai, 37 L,"9,893 ",374 ,Under Construction
8973,Krishna Realty,AGENT,1 BHK Apartment,Naigaon East,Mumbai, 37 L,"9,893 ",374 ,Under Construction
8974,Krishna Realty,AGENT,2 BHK Apartment,Naigaon East,Mumbai, 47 L,"9,126 ",516 ,Under Construction
8975,Krishna Realty,AGENT,2 BHK Apartment,Naigaon East,Mumbai, 47 L,"9,126 ",516 ,Under Construction
8976,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 82 L,"7,275 ",1127 ,Ready to move
8977,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 35 L,"5,384 ",650 ,Ready to move
8978,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 1 Cr,"7,961 ",1256 ,Ready to move
8979,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 96 L,"7,619 ",1260 ,Ready to move
8980,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 1.1 Cr,"7,333 ",1500 ,Ready to move
8981,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 69 L,"6,969 ",990 ,Ready to move
8982,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 70 L,"7,000 ",1000 ,Ready to move
8983,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 1.3 Cr,"8,387 ",1550 ,Ready to move
8984,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 50 L,"5,747 ",870 ,Ready to move
8985,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 78 L,"7,090 ",1100 ,Ready to move
8986,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 55 L,"5,729 ",960 ,Ready to move
8987,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 37 L,"6,095 ",607 ,Ready to move
8988,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 50 L,"7,032 ",711 ,Ready to move
8989,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 1.35 Cr,"9,000 ",1500 ,Ready to move
8990,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 70 L,"7,142 ",980 ,Ready to move
8991,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 60 L,"6,315 ",950 ,Ready to move
8992,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 40 L,"6,779 ",590 ,Ready to move
8993,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 96 L,"7,619 ",1260 ,Ready to move
8994,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 1.25 Cr,"7,987 ",1565 ,Ready to move
8995,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 48 L,"6,400 ",750 ,Ready to move
8996,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 91 L,"7,777 ",1170 ,Ready to move
8997,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 87 L,"8,207 ",1060 ,Ready to move
8998,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 92 L,"9,209 ",999 ,Ready to move
8999,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 45 L,"7,438 ",605 ,Ready to move
9000,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 45 L,"7,438 ",605 ,Ready to move
9001,Om sai estate,AGENT,3 BHK Apartment,Kalyan West,Mumbai, 1 Cr,"7,961 ",1256 ,Ready to move
9002,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 60 L,"6,315 ",950 ,Ready to move
9003,Om sai estate,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 65 L,"6,500 ",1000 ,Ready to move
9004,Om sai estate,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 63 L,"7,039 ",895 ,Ready to move
9005,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 22 L,"4,000 ",550 ,Ready to move
9006,H K homes,AGENT,1 BHK Apartment,Taloja,Mumbai, 34.5 L,"6,509 ",530 ,Ready to move
9007,H K homes,AGENT,1 BHK Apartment,Taloja,Mumbai, 30 L,"5,263 ",570 ,Ready to move
9008,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 52 L,"8,387 ",620 ,Ready to move
9009,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 48 L,"9,600 ",500 ,Ready to move
9010,Aangan Property Consultant,AGENT,1 RK Studio Apartment,Kandivali East,Mumbai, 60 L,"16,666 ",360 ,Ready to move
9011,DSP Properties,AGENT,2 BHK Apartment,Kalyan West,Mumbai, 36.91 L,"6,310 ",585 ,Ready to move
9012,PropertyPistol Realty Pvt Ltd,AGENT,1 BHK Apartment,Kandivali West,Mumbai, 57 L,"16,285 ",350 ,Ready to move
9013,PropertyPistol Realty Pvt Ltd,AGENT,1 BHK Apartment,Seawoods,Mumbai, 85 L,"8,500 ",1000 ,Ready to move
9014,PropertyPistol Realty Pvt Ltd,AGENT,3 BHK Apartment,Seawoods,Mumbai, 2.7 Cr,"14,323 ",1885 ,Ready to move
9015,PropertyPistol Realty Pvt Ltd,AGENT,2 BHK Apartment,Seawoods,Mumbai, 1.25 Cr,"12,303 ",1016 ,Ready to move
9016,PropertyPistol Realty Pvt Ltd,AGENT,3 BHK Apartment,Seawoods,Mumbai, 1.4 Cr,"12,844 ",1090 ,Ready to move
9017,Bhoomi Realty,AGENT,2 BHK Apartment,Kalwa,Mumbai, 90 L,"9,230 ",975 ,Ready to move
9018,Bhoomi Realty,AGENT,1 BHK Apartment,Kalwa,Mumbai, 79 L,"11,285 ",700 ,Ready to move
9019,Siddhivinayak Estate Consultancy,AGENT,2 BHK Apartment,Kurla East,Mumbai, 1.19 Cr,"14,937 ",800 ,Ready to move
9020,Siddhivinayak Estate Consultancy,AGENT,3 BHK Apartment,Chembur,Mumbai, 2.75 Cr,"21,153 ",1300 ,Ready to move
9021,Siddhivinayak Estate Consultancy,AGENT,2 BHK Apartment,Sion,Mumbai, 1.55 Cr,"19,375 ",800 ,Ready to move
9022,Siddhivinayak Estate Consultancy,AGENT,2 BHK Apartment,Chembur,Mumbai, 1.85 Cr,"18,500 ",1000 ,Ready to move
9023,Siddhivinayak Estate Consultancy,AGENT,1 BHK Apartment,Sion,Mumbai, 87.5 L,"16,826 ",520 ,Ready to move
9024,Siddhivinayak Estate Consultancy,AGENT,1 BHK Apartment,Sion,Mumbai, 1.09 Cr,"17,365 ",630 ,Ready to move
9025,Siddhivinayak Estate Consultancy,AGENT,1 RK Studio Apartment,Sion,Mumbai, 60 L,"24,000 ",250 ,Ready to move
9026,Siddhivinayak Estate Consultancy,AGENT,3 BHK Apartment,Sion,Mumbai, 2.75 Cr,"18,333 ",1500 ,Under Construction
9027,Siddhivinayak Estate Consultancy,AGENT,1 BHK Apartment,Wadala East,Mumbai, 1.3 Cr,"23,214 ",560 ,Ready to move
9028,ZEN PROPERTIES,AGENT,1 BHK Apartment,Kharghar,Mumbai, 45 L,"6,000 ",750 ,Under Construction
9029,ZEN PROPERTIES,AGENT,2 BHK Apartment,Kharghar,Mumbai, 84.99 L,"7,726 ",1100 ,Under Construction
9030,ZEN PROPERTIES,AGENT,1 BHK Apartment,Taloje,Mumbai, 34.93 L,"3,881 ",900 ,Under Construction
9031,ZEN PROPERTIES,AGENT,2 BHK Apartment,Kharghar,Mumbai, 56.72 L,"5,740 ",988 ,Under Construction
9032,ZEN PROPERTIES,AGENT,1 BHK Apartment,Kharghar,Mumbai, 36.99 L,"6,388 ",579 ,Under Construction
9033,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 1.05 Cr,"8,536 ",1230 ,Ready to move
9034,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 1.1 Cr,"8,943 ",1230 ,Ready to move
9035,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 83 L,"7,217 ",1150 ,Ready to move
9036,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 80 L,"6,956 ",1150 ,Ready to move
9037,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 1.05 Cr,"10,531 ",997 ,Ready to move
9038,Arc India Property,AGENT,2 BHK Apartment,Panvel,Mumbai, 95 L,"8,715 ",1090 ,Ready to move
9039,Arc India Property,AGENT,2 BHK Apartment,Sector 19 Kamothe,Mumbai, 96 L,"7,804 ",1230 ,Ready to move
9040,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 82 L,"7,130 ",1150 ,Ready to move
9041,Arc India Property,AGENT,1 BHK Apartment,Kamothe,Mumbai, 54 L,"7,883 ",685 ,Ready to move
9042,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 1.04 Cr,"8,253 ",1260 ,Ready to move
9043,Arc India Property,AGENT,2 BHK Apartment,Sector 21 Kamothe,Mumbai, 1.23 Cr,"9,761 ",1260 ,Ready to move
9044,Arc India Property,AGENT,1 BHK Apartment,Kamothe,Mumbai, 56 L,"8,421 ",665 ,Ready to move
9045,Arc India Property,AGENT,1 BHK Apartment,Kamothe,Mumbai, 56 L,"8,549 ",655 ,Ready to move
9046,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 96 L,"8,347 ",1150 ,Ready to move
9047,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 1.01 Cr,"8,782 ",1150 ,Ready to move
9048,Arc India Property,AGENT,2 BHK Apartment,Kamothe,Mumbai, 95 L,"8,837 ",1075 ,Ready to move
9049,ZEN PROPERTIES,AGENT,1 BHK Apartment,Kharghar,Mumbai, 45 L,"6,000 ",750 ,Under Construction
9050,ZEN PROPERTIES,AGENT,2 BHK Apartment,Kharghar,Mumbai, 84.99 L,"7,726 ",1100 ,Under Construction
9051,ZEN PROPERTIES,AGENT,2 BHK Apartment,Kharghar,Mumbai, 56.72 L,"5,740 ",988 ,Under Construction
9052,ZEN PROPERTIES,AGENT,1 BHK Apartment,Kharghar,Mumbai, 36.99 L,"6,388 ",579 ,Under Construction
9053,ZEN PROPERTIES,AGENT,1 BHK Apartment,Taloje,Mumbai, 34.93 L,"3,881 ",900 ,Under Construction
9054,Shri datta krupa real estate agency,AGENT,2 BHK Apartment,Karjat,Mumbai, 25 L,"3,676 ",680 ,Ready to move
9055,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 23 L,"4,181 ",550 ,Ready to move
9056,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 12.5 Cr,"54,347 ",2300 ,Ready to move
9057,Property Zone,AGENT,4 BHK Apartment,Santacruz East,Mumbai, 6.85 Cr,"45,006 ",1522 ,Ready to move
9058,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 40 Cr,"97,560 ",4100 ,Ready to move
9059,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 7 Cr,"41,176 ",1700 ,Ready to move
9060,Property Zone,AGENT,5 BHK Apartment,Juhu,Mumbai, 20 Cr,"48,780 ",4100 ,Ready to move
9061,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 14 Cr,"48,275 ",2900 ,Ready to move
9062,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 6.5 Cr,"36,619 ",1775 ,Ready to move
9063,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 33 Cr,"71,739 ",4600 ,Ready to move
9064,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 20 Cr,"64,516 ",3100 ,Ready to move
9065,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 12.5 Cr,"71,428 ",1750 ,Ready to move
9066,Prime property,AGENT,2 BHK Apartment,Thane West,Mumbai, 85 L,"8,500 ",1000 ,Ready to move
9067,Prime property,AGENT,1 RK Studio Apartment,Thane West,Mumbai, 25.8 L,"7,962 ",324 ,Ready to move
9068,Prime property,AGENT,2 BHK Apartment,Thane West,Mumbai, 62.45 L,"6,923 ",902 ,Ready to move
9069,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 41.85 L,"6,696 ",625 ,Ready to move
9070,Shri datta krupa real estate agency,AGENT,2 BHK Apartment,Karjat,Mumbai, 26 L,"4,482 ",580 ,Ready to move
9071,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 17 Cr,"54,838 ",3100 ,Ready to move
9072,Property Zone,AGENT,4 BHK Apartment,Bandra West,Mumbai, 18 Cr,"49,477 ",3638 ,Ready to move
9073,Property Zone,AGENT,3 BHK Apartment,Bandra West,Mumbai, 8.5 Cr,"56,254 ",1511 ,Ready to move
9074,Property Zone,AGENT,5 BHK Apartment,Juhu,Mumbai, 18 Cr,"36,734 ",4900 ,Ready to move
9075,Property Zone,AGENT,4 BHK Villa,Juhu,Mumbai, 16 Cr,"43,243 ",3700 ,Ready to move
9076,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 20 Cr,"71,428 ",2800 ,Ready to move
9077,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 10 Cr,"55,555 ",1800 ,Ready to move
9078,Property Zone,AGENT,8 BHK Villa,Juhu,Mumbai, 60 Cr,"84,507 ",7100 ,Ready to move
9079,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 25 Cr,"60,975 ",4100 ,Ready to move
9080,Property Zone,AGENT,5 BHK Apartment,Juhu,Mumbai, 20 Cr,"48,780 ",4100 ,Ready to move
9081,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 14 Cr,"48,275 ",2900 ,Ready to move
9082,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 6.5 Cr,"36,619 ",1775 ,Ready to move
9083,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 33 Cr,"71,739 ",4600 ,Ready to move
9084,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 20 Cr,"64,516 ",3100 ,Ready to move
9085,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 12.5 Cr,"71,428 ",1750 ,Ready to move
9086,Property Zone,AGENT,4 BHK Villa,Juhu,Mumbai, 16 Cr,"43,243 ",3700 ,Ready to move
9087,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 20 Cr,"71,428 ",2800 ,Ready to move
9088,Property Zone,AGENT,3 BHK Apartment,Juhu,Mumbai, 10 Cr,"55,555 ",1800 ,Ready to move
9089,Property Zone,AGENT,8 BHK Villa,Juhu,Mumbai, 60 Cr,"84,507 ",7100 ,Ready to move
9090,Property Zone,AGENT,4 BHK Apartment,Juhu,Mumbai, 25 Cr,"60,975 ",4100 ,Ready to move
9091,Prime property,AGENT,3 BHK Apartment,Thane West,Mumbai, 73.5 L,"6,651 ",1105 ,Ready to move
9092,DSP Properties,AGENT,1 BHK Apartment,Kalyan West,Mumbai, 32.5 L,"5,555 ",585 ,Ready to move
9093,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 20 L,"4,081 ",490 ,Ready to move
9094,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 19 L,"3,653 ",520 ,Ready to move
9095,Property Market,AGENT,2 BHK Apartment,Bhayandar East,Mumbai, 89.65 L,"8,379 ",1070 ,Under Construction
9096,Om Properties,AGENT,2 BHK Apartment,Thane West,Mumbai, 87 L,"10,223 ",851 ,Ready to move
9097,Om Properties,AGENT,2 BHK Apartment,Santosh Nagar,Mumbai, 75 L,"9,677 ",775 ,Ready to move
9098,India Properties,AGENT,3 BHK Apartment,Kharghar,Mumbai, 1.75 Cr,"10,937 ",1600 ,Ready to move
9099,Capital Home,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
9100,Capital Home,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
9101,Capital Home,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
9102,Capital Home,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
9103,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 22 L,"4,400 ",500 ,Ready to move
9104,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 21.5 L,"4,300 ",500 ,Ready to move
9105,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 21 L,"3,500 ",600 ,Ready to move
9106,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 51 L,"8,095 ",630 ,Ready to move
9107,Prime property,AGENT,2 BHK Apartment,Thane West,Mumbai, 72 L,"8,470 ",850 ,Ready to move
9108,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 55 L,"8,461 ",650 ,Ready to move
9109,Prime property,AGENT,3 BHK Apartment,Thane West,Mumbai, 82.3 L,"7,447 ",1105 ,Ready to move
9110,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 43 L,"6,880 ",625 ,Ready to move
9111,Prime property,AGENT,2 BHK Apartment,Thane West,Mumbai, 62.5 L,"6,906 ",905 ,Ready to move
9112,Prime property,AGENT,1 RK Studio Apartment,Thane West,Mumbai, 25 L,"7,716 ",324 ,Ready to move
9113,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 46.5 L,"7,750 ",600 ,Ready to move
9114,Prime property,AGENT,1 BHK Apartment,Thane West,Mumbai, 52 L,"8,000 ",650 ,Ready to move
9115,Shri datta krupa real estate agency,AGENT,2 BHK Apartment,Karjat,Mumbai, 25 L,"5,000 ",500 ,Ready to move
9116,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 21 L,"4,117 ",510 ,Ready to move
9117,Shri datta krupa real estate agency,AGENT,1 BHK Apartment,Karjat,Mumbai, 23 L,"3,965 ",580 ,Ready to move
9118,Prime property,AGENT,1 RK Studio Apartment,Thane West,Mumbai, 26.45 L,"8,163 ",324 ,Ready to move
9119,bhattrealcon,AGENT,4 BHK Apartment,Airoli,Mumbai, 1.9 Cr,"8,636 ",2200 ,Ready to move
9120,Anil,AGENT,2 BHK Apartment,Kalyan East,Mumbai, 82 L,"7,884 ",1040 ,Ready to move
9121,Property Brothers Realty,AGENT,3 BHK Apartment,Kharghar,Mumbai, 1.46 Cr,"8,750 ",1670 ,Under Construction
9122,Property Brothers Realty,AGENT,3 BHK Apartment,Kharghar,Mumbai, 1.61 Cr,"8,750 ",1850 ,Under Construction
9123,PropertyPistol Realty Pvt Ltd,AGENT,2 BHK Apartment,Thane West,Mumbai, 82 L,"10,250 ",800 ,Ready to move
9124,PropertyPistol Realty Pvt Ltd,AGENT,1 BHK Apartment,Kandivali West,Mumbai, 83 L,"15,809 ",525 ,Ready to move
9125,Property Market,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 93.58 L,"8,585 ",1090 ,Ready to move
9126,Property Market,AGENT,1 BHK Apartment,Mira Road East,Mumbai, 63.58 L,"8,580 ",741 ,Ready to move
9127,Property Market,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 84.58 L,"7,760 ",1090 ,Ready to move
9128,Property Market,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 92.85 L,"8,558 ",1085 ,Ready to move
9129,Property Market,AGENT,1 BHK Apartment,Mira Road East,Mumbai, 68.54 L,"8,902 ",770 ,Under Construction
9130,Bhoomi Realty,AGENT,4 BHK Apartment,Kalwa,Mumbai, 2.2 Cr,"9,777 ",2250 ,Ready to move
9131,Property Zone,AGENT,3 BHK Apartment,Bandra West,Mumbai, 5.11 Cr,"49,134 ",1040 ,Ready to move
9132,Property Zone,AGENT,3 BHK Apartment,Bandra West,Mumbai, 5.5 Cr,"50,000 ",1100 ,Ready to move
9133,Property Zone,AGENT,3 BHK Apartment,Bandra West,Mumbai, 4.5 Cr,"47,318 ",951 ,Ready to move
9134,Property Zone,AGENT,4 BHK Apartment,Bandra West,Mumbai, 20 Cr,"66,666 ",3000 ,Ready to move
9135,Property Zone,AGENT,3 BHK Apartment,Bandra West,Mumbai, 5 Cr,"38,461 ",1300 ,Ready to move
9136,Property Zone,AGENT,3 BHK Apartment,Bandra West,Mumbai, 5.5 Cr,"46,413 ",1185 ,Ready to move
9137,Property Zone,AGENT,3 BHK Apartment,Khar West,Mumbai, 6 Cr,"47,244 ",1270 ,Ready to move
